instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
136677380,533896,FERVENTSYN,FERVENT SYNERGIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
131476228,513579,FFPL,FOUNDRY FUEL PRODUCTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
128036356,500142,FGP,FGP,0.0,,0.0,0.01,1,EQ,BSE,BSE
2088705,8159,FIBERWEB,FIBERWEB INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE
3509761,13710,FIEMIND,FIEM INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
6280193,24532,FILATEX,FILATEX INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE
6053633,23647,FILATFASH,FILATEX FASHIONS,0.0,,0.0,0.01,1,EQ,NSE,NSE
136060420,531486,FILME,FILMCITY MEDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
135984900,531191,FILTRON,FILTRON ENGINEERS,0.0,,0.0,0.01,1,EQ,BSE,BSE
265729,1038,FINCABLES,FINOLEX CABLES,0.0,,0.0,0.05,1,EQ,NSE,NSE
132419588,517264,FINELINE,FINE-LINE CIRCUITS,0.0,,0.0,0.01,1,EQ,BSE,BSE
958465,3744,FINEORG,FINE ORGANIC IND.,0.0,,0.0,0.1,1,EQ,NSE,NSE
3219969,12578,FINIETF,ICICIPRAMC-ICICIFIN,0.0,,0.0,0.01,1,EQ,NSE,NSE
194365185,759239,FINKURVE,FINKURVE FINANCIAL SERV L,0.0,,0.0,0.01,1,EQ,NSE,NSE
1684225,6579,FINOPB,FINO PAYMENTS BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
266497,1041,FINPIPE,FINOLEX INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
6352385,24814,FIRSTCRY,BRAINBEES SOLUTIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
136289028,532379,FIRSTFIN,FIRST FINTEC,0.0,,0.0,0.01,1,EQ,BSE,BSE
193960449,757658,FISCHER,FISCHER MEDICAL VENTURE L,0.0,,0.0,0.01,1,EQ,NSE,NSE
3080193,12032,FIVESTAR,FIVE-STAR BUS FIN,0.0,,0.0,0.05,1,EQ,NSE,NSE
5215233,20372,FLAIR,FLAIR WRITING INDUST,0.0,,0.0,0.05,1,EQ,NSE,NSE
134060036,523672,FLEXFO,FLEX FOODS,0.0,,0.0,0.01,1,EQ,BSE,BSE
6531073,25512,FLEXITUFF,FLEXITUFF VENTURES INT L,0.0,,0.0,0.01,1,EQ,NSE,NSE
137345796,536507,FLFL,FUTURE LIFESTYLE FASHIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
129121284,504380,FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,0.0,,0.0,0.01,1,EQ,BSE,BSE
138308356,540267,FLORACORP,FLORA CORPORATION ,0.0,,0.0,0.01,1,EQ,BSE,BSE
133636356,522017,FLUIDOM,FLUIDOMAT,0.0,,0.0,0.05,1,EQ,BSE,BSE
3520001,13750,FLUOROCHEM,GUJARAT FLUOROCHEM,0.0,,0.0,0.1,1,EQ,NSE,NSE
138125316,539552,FMEC,F MEC INTERNATIONAL FINANCIAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
304641,1190,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
5380353,21017,FMNL,FUTURE MKT NETWORKS,0.0,,0.0,0.01,1,EQ,NSE,NSE
1750017,6836,FOCUS,FOCUS LIGHTG & FIXTRS,0.0,,0.0,0.01,1,EQ,NSE,NSE
1708289,6673,FOODSIN,FOODS & INNS,0.0,,0.0,0.01,1,EQ,NSE,NSE
128733444,502865,FORBESCO,FORBES & COMPANY,0.0,,0.0,0.05,1,EQ,BSE,BSE
2962689,11573,FORCEMOT,FORCE MOTORS,0.0,,0.0,1.0,1,EQ,NSE,NSE
135734532,530213,FORINTL,FORTUNE INTERNATIONAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
3735553,14592,FORTIS,FORTIS HEALTHCARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
134066180,523696,FORTISMLR,FORTIS MALAR HOSPITALS,0.0,,0.0,0.01,1,EQ,BSE,BSE
274689,1073,FOSECOIND,FOSECO INDIA,0.0,,0.0,0.5,1,EQ,NSE,NSE
138288644,540190,FRANKLININD,FRANKLIN INDUSTRIES ,0.0,,0.0,0.01,1,EQ,BSE,BSE
137992196,539032,FRASER,FRASER AND COMPANY ,0.0,,0.0,0.01,1,EQ,BSE,BSE
138685700,541741,FRATELLI,FRATELLI VINEYARDS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
138170884,539730,FREDUN,FREDUN PHARMACEUTICALS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
130298884,508980,FRONTCAP,FRONTIER CAPITAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
136202756,532042,FRONTCORP,FRONTLINE CORPORATION,0.0,,0.0,0.01,1,EQ,BSE,BSE
136111364,531685,FRONTFN,FRONTLINE FINANCIAL SERVICES L,0.0,,0.0,0.01,1,EQ,BSE,BSE
133681924,522195,FRONTSP,FRONTIER SPRINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
137873412,538568,FRUTION,FRUITION VENTURE,0.0,,0.0,0.01,1,EQ,BSE,BSE
3661825,14304,FSL,FIRSTSOURCE SOLU.,0.0,,0.0,0.05,1,EQ,NSE,NSE
135730436,530197,FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMI,0.0,,0.0,0.05,1,EQ,BSE,BSE
3054593,11932,FUSION,FUSION FINANCE,0.0,,0.0,0.01,1,EQ,NSE,NSE
136720132,534063,FUTSOL,FUTURISTIC SOLUTIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
133916932,523113,FUTURSEC,FUTURISTIC SECURITIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
130038276,507962,FYNX,FYNX CAPITAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
277761,1085,GABRIEL,GABRIEL INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE
2259969,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,0.0,,0.0,0.01,1,EQ,NSE,NSE
134303748,524624,GAGAN,GAGAN GASES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1207553,4717,GAIL,GAIL (INDIA),0.0,,0.0,0.01,1,EQ,NSE,NSE
137883908,538609,GAJANANSEC,GAJANAN SECURITIES SERVICES LT,0.0,,0.0,0.01,1,EQ,BSE,BSE
138957316,542802,GALACTICO,GALACTICO CORPORATE SERVICES L,0.0,,0.0,0.01,1,EQ,BSE,BSE
129202436,504697,GALADA,GALADA POWER & TELECOMMUNICATI,0.0,,0.0,0.01,1,EQ,BSE,BSE
137953540,538881,GALADAFIN,GALADA FINANCE ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136169220,531911,GALAGEX,GALAXY AGRICO EXPORTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
6434305,25134,GALAPREC,GALA PRECISION ENG,0.0,,0.0,0.05,1,EQ,NSE,NSE
336641,1315,GALAXYSURF,GALAXY SURFACTANTS,0.0,,0.0,0.1,1,EQ,NSE,NSE
3414273,13337,GALLANTT,GALLANTT ISPAT,0.0,,0.0,0.05,1,EQ,NSE,NSE
136166916,531902,GALLOPENT,GALLOPS ENTERPRISE,0.0,,0.0,0.01,1,EQ,BSE,BSE
134674692,526073,GALXBRG,GALAXY BEARINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
138264836,540097,GAMCO,GAMCO,0.0,,0.0,0.01,1,EQ,BSE,BSE
5197569,20303,GANDHAR,GANDHAR OIL REFINE IND L,0.0,,0.0,0.01,1,EQ,NSE,NSE
3613697,14116,GANDHITUBE,GANDHI SPL. TUBES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1777665,6944,GANECOS,GANESHA ECOSPHERE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1437185,5614,GANESHBE,GANESH BENZOPLAST,0.0,,0.0,0.01,1,EQ,NSE,NSE
194307073,759012,GANESHCP,GANESH CONSUMER PRODUCT L,0.0,,0.0,0.05,1,EQ,NSE,NSE
3670785,14339,GANESHHOU,GANESH HOUSING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1268993,4957,GANGAFORGE,GANGA FORGING,0.0,,0.0,0.01,1,EQ,NSE,NSE
136144132,531813,GANGAPA,GANGA PAPERS INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
5478145,21399,GANGESSECU,GANGES SECURITIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
129125636,504397,GANHOLD,GANESH HOLDINGS,0.0,,0.0,0.01,1,EQ,BSE,BSE
131185412,512443,GANONPRO,GANON PRODUCTS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
138109956,539492,GARBIFIN,GARBI FINVEST ,0.0,,0.0,0.01,1,EQ,BSE,BSE
281601,1100,GARFIBRES,GARWARE TECH FIBRES,0.0,,0.0,0.05,1,EQ,NSE,NSE
135837444,530615,GARGFUR,GARG FURNACE,0.0,,0.0,0.05,1,EQ,BSE,BSE
138039300,539216,GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT,0.0,,0.0,0.01,1,EQ,BSE,BSE
134842116,526727,GARNET,GARNET CONSTRUCTION,0.0,,0.0,0.01,1,EQ,BSE,BSE
131198212,512493,GARNETINT,GARNET INTERNATIONAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
6604801,25800,GARUDA,GARUDA CONSTRUCT N ENG L,0.0,,0.0,0.01,1,EQ,NSE,NSE
130448132,509563,GARWAMAR,GARWARE MARINE INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
131686404,514400,GARWSYN,GARWARE SYNTHETICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
4579329,17888,GATECH,GACM TECHNOLOGIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
4353,17,GATECHDVR,GACM TECHNOLOGIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
2178561,8510,GATEWAY,GATEWAY DISTRIPARKS,0.0,,0.0,0.01,1,EQ,NSE,NSE
138635780,541546,GAYAHWS,GAYATRI HIGHWAYS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136388356,532767,GAYAPROJ,GAYATRI PROJECTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136238852,532183,GAYATRI,GAYATRI SUGARS,0.0,,0.0,0.01,1,EQ,BSE,BSE
134288388,524564,GAYATRIBI,GAYATRI BIOORGANICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
137929476,538787,GBFL,GOENKA BUSINESS & FINANCE LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
129583620,506186,GCKL,GALAXY CLOUD KITCHENS,0.0,,0.0,0.01,1,EQ,BSE,BSE
137070340,535431,GCMSECU,GCM SECURITIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
139090948,543324,GCSL,GRETEX CORPORATE SERVICES LIMI,0.0,,0.0,0.05,1,EQ,BSE,BSE
135898884,530855,GDLLEAS,GDL LEASING & FINANCE,0.0,,0.0,0.01,1,EQ,BSE,BSE
129031172,504028,GEE,GEE,0.0,,0.0,0.01,1,EQ,BSE,BSE
3496449,13658,GEECEE,GEECEE VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4588033,17922,GEEKAYWIRE,GEEKAY WIRES,0.0,,0.0,0.01,1,EQ,NSE,NSE
138108420,539486,GEETANJ,GEETANJALI CREDIT AND CAPITAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
194422017,759461,GEMAROMA,GEM AROMATICS,0.0,,0.0,0.01,1,EQ,NSE,NSE
135971076,531137,GEMSI,GEMSTONE INVESTMENTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
560129,2188,GENCON,GENERIC ENG CONS PROJ,0.0,,0.0,0.01,1,EQ,NSE,NSE
131670020,514336,GENESIS,GENESIS IBRC INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
2791681,10905,GENESYS,GENESYS INTL CORPN,0.0,,0.0,0.05,1,EQ,NSE,NSE
136125188,531739,GENNEX,GENNEX LABORATORIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136087556,531592,GENPHARMA,GENPHARMASEC,0.0,,0.0,0.01,1,EQ,BSE,BSE
138969860,542851,GENSOL,GENSOL ENGINEERING ,0.0,,0.0,0.01,1,EQ,BSE,BSE
1689601,6600,GENUSPAPER,GENUS P&B,0.0,,0.0,0.01,1,EQ,NSE,NSE
3047681,11905,GENUSPOWER,GENUS POWER INFRASTRU,0.0,,0.0,0.05,1,EQ,NSE,NSE
136300804,532425,GENUSPRIME,GENUS PRIME INFRA,0.0,,0.0,0.01,1,EQ,BSE,BSE
3045377,11896,GEOJITFSL,GEOJIT FINANCIAL SER L,0.0,,0.0,0.01,1,EQ,NSE,NSE
3526657,13776,GESHIP,THE GE SHPG.LTD,0.0,,0.0,0.1,1,EQ,NSE,NSE
329985,1289,GFLLIMITED,GFL,0.0,,0.0,0.01,1,EQ,NSE,NSE
131415812,513343,GFSTEELS,GRAND FOUNDRY,0.0,,0.0,0.01,1,EQ,BSE,BSE
136038148,531399,GGAUTO,G.G.AUTOMOTIVE GEARS,0.0,,0.0,0.05,1,EQ,BSE,BSE
129344004,505250,GGDPROP,G. G. DANDEKAR PROPERTIES LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
138397188,540614,GGENG,G G ENGINEERING ,0.0,,0.0,0.01,1,EQ,BSE,BSE
138479620,540936,GGL,GAUTAM GEMS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
138042372,539228,GGPL,GALA GLOBAL PRODUCTS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
288513,1127,GHCL,GHCL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4274177,16696,GHCLTEXTIL,GHCL TEXTILES,0.0,,0.0,0.01,1,EQ,NSE,NSE
129409028,505504,GHVINFRA,GHV INFRA PROJECTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
138987012,542918,GIANLIFE,GIAN LIFE CARE ,0.0,,0.0,0.01,1,EQ,BSE,BSE
291585,1139,GICHSGFIN,GIC HOUSING FINANCE,0.0,,0.0,0.01,1,EQ,NSE,NSE
70913,277,GICRE,GENERAL INS CORP OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
137929732,538788,GILADAFINS,GILADA FINANCE & INVESTMENTS L,0.0,,0.0,0.01,1,EQ,BSE,BSE
4566785,17839,GILLANDERS,GILLANDERS ARBUTHNOT,0.0,,0.0,0.01,1,EQ,NSE,NSE
403457,1576,GILLETTE,GILLETTE INDIA,0.0,,0.0,0.5,1,EQ,NSE,NSE
136126468,531744,GINISILK,GINI SILK MILLS,0.0,,0.0,0.01,1,EQ,BSE,BSE
292353,1142,GINNIFILA,GINNI FILAMENTS,0.0,,0.0,0.01,1,EQ,NSE,NSE
293121,1145,GIPCL,GUJ IND POW CO.,0.0,,0.0,0.01,1,EQ,NSE,NSE
137987332,539013,GITARENEW,GITA RENEWABLE ENERGY,0.0,,0.0,0.01,1,EQ,BSE,BSE
136502276,533212,GKB,GKB OPHTHALMICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136130052,531758,GKCONS,G.K.CONSULTANTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
194316289,759048,GKENERGY,GK ENERGY,0.0,,0.0,0.01,1,EQ,NSE,NSE
138922500,542666,GKP,G. K. P. PRINTING & PACKAGING,0.0,,0.0,0.01,1,EQ,BSE,BSE
4443393,17357,GKWLIMITED,GKW,0.0,,0.0,0.1,1,EQ,NSE,NSE
135986948,531199,GLANCE,GLANCE FINANCE,0.0,,0.0,0.05,1,EQ,BSE,BSE
303617,1186,GLAND,GLAND PHARMA,0.0,,0.0,0.1,1,EQ,NSE,NSE
295169,1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,0.0,,0.0,0.1,1,EQ,NSE,NSE
138308100,540266,GLCL,GLOBE COMMERCIALS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,0.0,,0.0,0.1,1,EQ,NSE,NSE
128044548,500174,GLFL,GUJARAT LEASE FINANCING,0.0,,0.0,0.01,1,EQ,BSE,BSE
131463172,513528,GLITTEKG,GLITTEK GRANITES,0.0,,0.0,0.01,1,EQ,BSE,BSE
135747332,530263,GLOBALCA,GLOBAL CAPITAL MARKETS,0.0,,0.0,0.01,1,EQ,BSE,BSE
6382593,24932,GLOBALE,GLOBALE TESSILE,0.0,,0.0,0.01,1,EQ,NSE,NSE
3516161,13735,GLOBALVECT,GLOBAL VEC HELICORP,0.0,,0.0,0.01,1,EQ,NSE,NSE
100609,393,GLOBE,GLOBE ENTERPRISE (I),0.0,,0.0,0.01,1,EQ,NSE,NSE
194194433,758572,GLOBECIVIL,GLOBE CIVIL PROJECTS,0.0,,0.0,0.01,1,EQ,NSE,NSE
128473092,501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES,0.0,,0.0,0.01,1,EQ,BSE,BSE
134662404,526025,GLOBUSCON,GLOBUS CONSTRUCTORS & DEVELOPE,0.0,,0.0,0.01,1,EQ,BSE,BSE
4460545,17424,GLOBUSSPR,GLOBUS SPIRITS,0.0,,0.0,0.1,1,EQ,NSE,NSE
6039041,23590,GLOSTERLTD,GLOSTER,0.0,,0.0,0.05,1,EQ,NSE,NSE
194589697,760116,GLOTTIS,GLOTTIS,0.0,,0.0,0.01,1,EQ,NSE,NSE
299009,1168,GMBREW,G M BREWERIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
1332225,5204,GMDCLTD,GUJARAT MINERAL DEV CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
401921,1570,GMMPFAUDLR,GMM PFAUDLER,0.0,,0.0,0.1,1,EQ,NSE,NSE
3463169,13528,GMRAIRPORT,GMR AIRPORTS,0.0,,0.0,0.01,1,EQ,NSE,NSE
2183425,8529,GMRP&UI,GMR POW AND URBAN INFRA L,0.0,,0.0,0.01,1,EQ,NSE,NSE
4754177,18571,GNA,GNA AXLES,0.0,,0.0,0.05,1,EQ,NSE,NSE
300545,1174,GNFC,GUJ NAR VAL FER & CHEM L,0.0,,0.0,0.05,1,EQ,NSE,NSE
131465220,513536,GNRL,GUJARAT NATURAL RESOURCES LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
3759873,14687,GOACARBON,GOA CARBON,0.0,,0.0,0.05,1,EQ,NSE,NSE
1014529,3963,GOCLCORP,GOCL CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
1782785,6964,GOCOLORS,GO FASHION INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
135761156,530317,GODAVARI,GODAVARI DRUGS,0.0,,0.0,0.01,1,EQ,BSE,BSE
6640897,25941,GODAVARIB,GODAVARI BIOREFINERIES L,0.0,,0.0,0.01,1,EQ,NSE,NSE
302337,1181,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,0.0,,0.0,0.1,1,EQ,NSE,NSE
6092545,23799,GODIGIT,GO DIGIT GENERAL INS,0.0,,0.0,0.05,1,EQ,NSE,NSE
36865,144,GODREJAGRO,GODREJ AGROVET,0.0,,0.0,0.05,1,EQ,NSE,NSE
2585345,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,0.0,,0.0,0.1,1,EQ,NSE,NSE
2796801,10925,GODREJIND,GODREJ INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
4576001,17875,GODREJPROP,GODREJ PROPERTIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
136496388,533189,GOENKA,GOENKA DIAMOND & JEWELS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136089604,531600,GOGIACAPGL,GOGIA CAPITAL GROWTH,0.0,,0.0,0.01,1,EQ,BSE,BSE
136436996,532957,GOKAKTEX,GOKAK TEXTILES,0.0,,0.0,0.01,1,EQ,BSE,BSE
3015169,11778,GOKEX,GOKALDAS EXPORTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4276481,16705,GOKUL,GOKUL REFOILS & SOLV,0.0,,0.0,0.01,1,EQ,NSE,NSE
3706881,14480,GOKULAGRO,GOKUL AGRO RESOURCES,0.0,,0.0,0.01,1,EQ,NSE,NSE
136173572,531928,GOLCA,GOLDEN CARPETS,0.0,,0.0,0.01,1,EQ,BSE,BSE
138255876,540062,GOLDENCREST,GOLDEN CREST EDUCATION & SERVI,0.0,,0.0,0.05,1,EQ,BSE,BSE
128038660,500151,GOLDENTOBC,GOLDEN TOBACCO,0.0,,0.0,0.01,1,EQ,BSE,BSE
3064577,11971,GOLDIAM,GOLDIAM INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
130310148,509024,GOLDLEG,GOLDEN LEGAND LEASING & FINANC,0.0,,0.0,0.01,1,EQ,BSE,BSE
2527745,9874,GOLDTECH,AION-TECH SOLUTIONS,0.0,,0.0,0.01,1,EQ,NSE,NSE
136028164,531360,GOLECHA,GOLECHHA GLOBAL FINANCE,0.0,,0.0,0.01,1,EQ,BSE,BSE
131407108,513309,GOLKONDA,GOLKONDA ALUMINIUM EXTRUSIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
134061060,523676,GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY,0.0,,0.0,0.05,1,EQ,BSE,BSE
1568001,6125,GOODLUCK,GOODLUCK INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE
128042500,500166,GOODRICKE,GOODRICKE GROUP,0.0,,0.0,0.05,1,EQ,BSE,BSE
128043012,500168,GOODYEAR,GOODYEAR INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136169732,531913,GOPAIST,GOPAL IRON & STEELS CO.(GUJARA,0.0,,0.0,0.01,1,EQ,BSE,BSE
5904897,23066,GOPAL,GOPAL SNACKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
136091652,531608,GORANIN,GORANI INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
129570308,506134,GOURMET,GOURMET GATEWAY INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
135861508,530709,GOWRALE,GOWRA LEASING & FINANCE,0.0,,0.0,0.05,1,EQ,BSE,BSE
3017473,11787,GOYALALUM,GOYAL ALUMINIUMS,0.0,,0.0,0.01,1,EQ,NSE,NSE
135849732,530663,GOYALASS,GOYAL ASSOCIATES,0.0,,0.0,0.01,1,EQ,BSE,BSE
3432705,13409,GPIL,GODAWARI POW & ISP,0.0,,0.0,0.01,1,EQ,NSE,NSE
5051137,19731,GPPL,GUJARAT PIPAVAV PORT,0.0,,0.0,0.01,1,EQ,NSE,NSE
5848577,22846,GPTHEALTH,GPT HEALTHCARE,0.0,,0.0,0.01,1,EQ,NSE,NSE
4527361,17685,GPTINFRA,GPT INFRAPROJECTS,0.0,,0.0,0.01,1,EQ,NSE,NSE
138014724,539120,GRAMEVA,GRAMEVA,0.0,,0.0,0.01,1,EQ,BSE,BSE
129118468,504369,GRANDMA,GRANDMA TRADING & AGENCIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
134108676,523862,GRANDOAK,GRAND OAK CANYONS DISTILLERY L,0.0,,0.0,0.01,1,EQ,BSE,BSE
3039233,11872,GRANULES,GRANULES INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
151553,592,GRAPHITE,GRAPHITE INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
315393,1232,GRASIM,GRASIM INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
134848260,526751,GRATEXI,GRATEX INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
129461764,505710,GRAUWEIL,GRAUER & WEIL (INDIA),0.0,,0.0,0.01,1,EQ,BSE,BSE
130443780,509546,GRAVISSHO,GRAVISS HOSPITALITY,0.0,,0.0,0.01,1,EQ,BSE,BSE
5256705,20534,GRAVITA,GRAVITA INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE
136195844,532015,GRAVITY,GRAVITY (INDIA),0.0,,0.0,0.01,1,EQ,BSE,BSE
316161,1235,GREAVESCOT,GREAVES COTTON,0.0,,0.0,0.01,1,EQ,NSE,NSE
136124676,531737,GREENCREST,GREENCREST FINANCIAL SERVICES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1753089,6848,GREENLAM,GREENLAM INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3535361,13810,GREENPANEL,GREENPANEL INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
1020673,3987,GREENPLY,GREENPLY INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5148161,20110,GREENPOWER,ORIENT GREEN POWER CO,0.0,,0.0,0.01,1,EQ,NSE,NSE
3471361,13560,GRINDWELL,GRINDWELL NORTON,0.0,,0.0,0.1,1,EQ,NSE,NSE
1293825,5054,GRINFRA,G R INFRAPROJECTS,0.0,,0.0,0.1,1,EQ,NSE,NSE
2782977,10871,GRMOVER,GRM OVERSEAS,0.0,,0.0,0.05,1,EQ,NSE,NSE
136272644,532315,GROARC,GROARC INDUSTRIES INDIA LIMITE,0.0,,0.0,0.01,1,EQ,BSE,BSE
4549121,17770,GROBTEA,THE GROB TEA COMPANY,0.0,,0.0,0.1,1,EQ,NSE,NSE
138117636,539522,GROVY,GROVY INDIA ,0.0,,0.0,0.01,1,EQ,BSE,BSE
138040836,539222,GROWINGTON,GROWINGTON VENTURES INDIA LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
194510337,759806,GROWW,BILLIONBRAINS GARAGE VN L,0.0,,0.0,0.01,1,EQ,NSE,NSE
1675009,6543,GRPLTD,GRP,0.0,,0.0,0.1,1,EQ,NSE,NSE
1401601,5475,GRSE,GARDEN REACH SHIP&ENG,0.0,,0.0,0.1,1,EQ,NSE,NSE
2043393,7982,GRWRHITECH,GARWARE HI-TECH FILMS,0.0,,0.0,0.1,1,EQ,NSE,NSE
131343108,513059,GSAUTO,G.S.AUTO INTERNATIONAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
130955012,511543,GSBFIN,GSB FINANCE,0.0,,0.0,0.01,1,EQ,BSE,BSE
204947716,800577,GSEC190962,GSEC190962,0.0,,0.0,0.05,1,EQ,BSE,BSE
319233,1247,GSFC,GUJ STATE FERT & CHEM,0.0,,0.0,0.01,1,EQ,NSE,NSE
135800068,530469,GSLSEC,GSL SECURITIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
139220228,543829,GSLSU,GLOBAL SURFACES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
3378433,13197,GSPL,GUJARAT STATE PETRO,0.0,,0.0,0.05,1,EQ,NSE,NSE
3928833,15347,GSS,GSS INFOTECH,0.0,,0.0,0.01,1,EQ,NSE,NSE
138407428,540654,GSTL,GLOBALSPACE TECHNOLOGIES LIMIT,0.0,,0.0,0.01,1,EQ,BSE,BSE
289025,1129,GTECJAINX,G-TEC JAINX EDUCATION,0.0,,0.0,0.01,1,EQ,NSE,NSE
136227588,532139,GTEIT,G-TECH INFO-TRAINING,0.0,,0.0,0.01,1,EQ,BSE,BSE
297473,1162,GTL,GTL,0.0,,0.0,0.01,1,EQ,NSE,NSE
3518721,13745,GTLINFRA,GTL INFRA.LTD,0.0,,0.0,0.01,1,EQ,NSE,NSE
128043524,500170,GTNINDS,GTN INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136382468,532744,GTNTEX,GTN TEXTILES,0.0,,0.0,0.01,1,EQ,BSE,BSE
5425921,21195,GTPL,GTPL HATHWAY,0.0,,0.0,0.01,1,EQ,NSE,NSE
