instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
134685444,526115,KARANWO,KARAN WOO-SIN,0,,0,0.01,1,EQ,BSE,BSE
134685956,526117,SHERVANI,SHERVANI INDUSTRIAL SYNDICATE,0,,0,0.05,1,EQ,BSE,BSE
134688004,526125,BNAGROCHEM,BN AGROCHEM,0,,0,0.05,1,EQ,BSE,BSE
134690052,526133,SUPERTEX,SUPERTEX INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134691076,526137,SHETR,SHETRON,0,,0,0.05,1,EQ,BSE,BSE
134691588,526139,TRABI,TRANSGENE BIOTEK,0,,0,0.01,1,EQ,BSE,BSE
134692612,526143,MPL,MPL PLASTICS,0,,0,0.01,1,EQ,BSE,BSE
134696708,526159,NIKHILAD,NIKHIL ADHESIVES,0,,0,0.01,1,EQ,BSE,BSE
134697220,526161,SPENTA,SPENTA INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
134699268,526169,MULTIBASE,MULTIBASE INDIA,0,,0,0.05,1,EQ,BSE,BSE
134700292,526173,ANDREWYU,ANDREW YULE & COMPANY,0,,0,0.01,1,EQ,BSE,BSE
134701828,526179,LUDLOWJUT,LUDLOW JUTE & SPECIALITIES,0,,0,0.05,1,EQ,BSE,BSE
134703876,526187,ASHRAM,ASHRAM ONLINE.COM,0,,0,0.01,1,EQ,BSE,BSE
134705412,526193,ROYALCU,ROYAL CUSHION VINYL PRODUCTS L,0,,0,0.01,1,EQ,BSE,BSE
134705924,526195,NOGMIND,NEOGEM INDIA,0,,0,0.01,1,EQ,BSE,BSE
134710020,526211,SURJIND,SURAJ INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134711556,526217,HITECHCORP,HITECH CORPORATION ,0,,0,0.05,1,EQ,BSE,BSE
134713604,526225,BLOOM,BLOOM DEKOR,0,,0,0.01,1,EQ,BSE,BSE
134714116,526227,FILATEX,FILATEX INDIA,0,,0,0.01,1,EQ,BSE,BSE
134715140,526231,STDSFAC,STANDARD SURFACTANTS,0,,0,0.01,1,EQ,BSE,BSE
134716676,526237,MORGAN,MORGAN VENTURES,0,,0,0.01,1,EQ,BSE,BSE
134717700,526241,AMRAPLIN,AMRAPALI INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134719236,526247,PREMEXPLN,PREMIER EXPLOSIVES,0,,0,0.05,1,EQ,BSE,BSE
134720260,526251,MIDEASTP,MID EAST PORTFOLIO MANAGEMENT,0,,0,0.01,1,EQ,BSE,BSE
134723332,526263,MOLDTECH,MOLD-TEK TECHNOLOGIES,0,,0,0.05,1,EQ,BSE,BSE
134724868,526269,CRSTCHM,CRESTCHEM,0,,0,0.05,1,EQ,BSE,BSE
134732548,526299,MPHASIS,MPHASIS,0,,0,0.05,1,EQ,BSE,BSE
134736644,526315,DIVSHKT,DIVYASHAKTI,0,,0,0.01,1,EQ,BSE,BSE
134739204,526325,ORIENTLTD,ORIENT PRESS,0,,0,0.01,1,EQ,BSE,BSE
134740740,526331,ADVMULT,ADVANCE MULTITECH,0,,0,0.01,1,EQ,BSE,BSE
134741764,526335,SHREYASI,SHREYAS INTERMEDIATES,0,,0,0.01,1,EQ,BSE,BSE
134744324,526345,PANJON,PANJON,0,,0,0.01,1,EQ,BSE,BSE
134746884,526355,DUROPACK,DUROPACK,0,,0,0.01,1,EQ,BSE,BSE
134749444,526365,SWARNSAR,SWARNSARITA JEWELS INDIA LIMIT,0,,0,0.01,1,EQ,BSE,BSE
134749956,526367,GANESHHOU,GANESH HOUSING,0,,0,0.05,1,EQ,BSE,BSE
134750980,526371,NMDC,NMDC,0,,0,0.01,1,EQ,BSE,BSE
134751492,526373,CINDHO,CINDRELLA HOTELS,0,,0,0.01,1,EQ,BSE,BSE
134753540,526381,PATINTLOG,PATEL INTEGRATED LOGISTICS,0,,0,0.01,1,EQ,BSE,BSE
134757636,526397,ALPHAGEO,ALPHAGEO (INDIA),0,,0,0.05,1,EQ,BSE,BSE
134760196,526407,HAMPTON,HAMPTON SKY REALTY,0,,0,0.01,1,EQ,BSE,BSE
134760708,526409,KKALPANAIND,KKALPANA INDUSTRIES (INDIA) LT,0,,0,0.01,1,EQ,BSE,BSE
134762244,526415,OKPLA,OK PLAY INDIA,0,,0,0.01,1,EQ,BSE,BSE
134764292,526423,KRITI,KRITI INDUSTRIES (INDIA),0,,0,0.01,1,EQ,BSE,BSE
134766340,526431,WELTI,WELTERMAN INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
134766852,526433,ASMTEC,ASM TECHNOLOGIES,0,,0,0.05,1,EQ,BSE,BSE
134767364,526435,PERFEPA,PERFECTPAC,0,,0,0.01,1,EQ,BSE,BSE
134768388,526439,AMBIT,AMBITIOUS PLASTOMAC COMPANY LT,0,,0,0.01,1,EQ,BSE,BSE
134768900,526441,VISIONCINE,VISION CINEMAS,0,,0,0.01,1,EQ,BSE,BSE
134769412,526443,AEIM,ARTIFICIAL ELECTRONICS INTELLI,0,,0,0.05,1,EQ,BSE,BSE
134769924,526445,INDRANIB,INDRAYANI BIOTECH,0,,0,0.01,1,EQ,BSE,BSE
134775812,526468,EUROLED,EURO LEDER FASHION,0,,0,0.01,1,EQ,BSE,BSE
134776580,526471,WINSOMBR,WINSOME BREWERIES,0,,0,0.01,1,EQ,BSE,BSE
134777092,526473,ELEFLOR,ELEGANT FLORICULTURE & AGROTEC,0,,0,0.01,1,EQ,BSE,BSE
134778116,526477,SAENTER,SOUTH ASIAN ENTERPRISES,0,,0,0.01,1,EQ,BSE,BSE
134778628,526479,SKYIND,SKY INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134779140,526481,PHOENXINTL,PHOENIX INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
134780932,526488,BHUDEVI,BHUDEVI INFRA PROJECTS,0,,0,0.05,1,EQ,BSE,BSE
134781444,526490,PRATIK,PRATIK PANELS,0,,0,0.01,1,EQ,BSE,BSE
134781956,526492,RISHIROOP,RISHIROOP ,0,,0,0.05,1,EQ,BSE,BSE
134782468,526494,PROMACT,PROMACT IMPEX,0,,0,0.01,1,EQ,BSE,BSE
134784004,526500,STRGRENWO,STERLING GREEN WOODS,0,,0,0.01,1,EQ,BSE,BSE
134785028,526504,DOLPHMED,DOLPHIN MEDICAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
134785540,526506,SYSTMTXC,SYSTEMATIX CORPORATE SERVICES,0,,0,0.05,1,EQ,BSE,BSE
134786052,526508,SHAHISHIP,SHAHI SHIPPING ,0,,0,0.01,1,EQ,BSE,BSE
134788868,526519,ALPINEHOU,ALPINE HOUSING DEVELOPMENT COR,0,,0,0.05,1,EQ,BSE,BSE
134789380,526521,SANGHIIND,SANGHI INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134790404,526525,WWALUM,WORLDWIDE ALUMINIUM,0,,0,0.01,1,EQ,BSE,BSE
134791684,526530,IIRM,IIRM HOLDINGS INDIA,0,,0,0.01,1,EQ,BSE,BSE
134792196,526532,SFPIL,SQUARE FOUR PROJECTS INDIA LIM,0,,0,0.01,1,EQ,BSE,BSE
134795268,526544,SGLRES,SGL RESOURCES,0,,0,0.01,1,EQ,BSE,BSE
134795780,526546,CHOKSILA,CHOKSI LABORATORIES,0,,0,0.05,1,EQ,BSE,BSE
134796804,526550,CCHHL,COUNTRY CLUB HOSPITALITY AND H,0,,0,0.01,1,EQ,BSE,BSE
134797828,526554,SALGUTI,SALGUTI INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134801412,526568,LONTE,LONGVIEW TEA COMPANY,0,,0,0.01,1,EQ,BSE,BSE
134801924,526570,MIDWEST,MIDWEST GOLD,0,,0,0.05,1,EQ,BSE,BSE
134802948,526574,ENTRINT,ENTERPRISE INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
134804996,526582,TPLPLASTEH,TPL PLASTECH,0,,0,0.01,1,EQ,BSE,BSE
134806020,526586,WIMPLAST,WIM PLAST,0,,0,0.05,1,EQ,BSE,BSE
134806532,526588,PHOTOQUP,PHOTOQUIP INDIA,0,,0,0.01,1,EQ,BSE,BSE
134808580,526596,LIBERTSHOE,LIBERTY SHOES,0,,0,0.05,1,EQ,BSE,BSE
134810628,526604,LIPPISYS,LIPPI SYSTEMS,0,,0,0.01,1,EQ,BSE,BSE
134811652,526608,ELECTHERM,ELECTROTHERM (INDIA),0,,0,0.05,1,EQ,BSE,BSE
134812676,526612,BLUEDART,BLUE DART EXPRESS,0,,0,0.05,1,EQ,BSE,BSE
134813188,526614,EXPOEAPL,EXPO ENGINEERING AND PROJECTS,0,,0,0.01,1,EQ,BSE,BSE
134813700,526616,NATPLAS,NATIONAL PLASTIC INDUSTRIES LT,0,,0,0.01,1,EQ,BSE,BSE
134815236,526622,MFLINDIA,MFL INDIA,0,,0,0.01,1,EQ,BSE,BSE
134819332,526638,TEXELIN,TEXEL INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134819844,526640,RAYALEMA,ROYALE MANOR HOTELS & INDUSTRI,0,,0,0.01,1,EQ,BSE,BSE
134820356,526642,MIRZAINT,MIRZA INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
134822404,526650,TFCILTD,TOURISM FINANCE CORPORATION OF,0,,0,0.01,1,EQ,BSE,BSE
134823428,526654,THAKDEV,THAKKERS DEVELOPERS,0,,0,0.05,1,EQ,BSE,BSE
134825476,526662,ARENTERP,RAJDARSHAN INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134826500,526666,BIL,BHARTIYA INTERNATIONAL,0,,0,0.05,1,EQ,BSE,BSE
134827012,526668,KAMATHOTEL,KAMAT HOTELS (INDIA),0,,0,0.05,1,EQ,BSE,BSE
134828804,526675,TIRTPLS,TIRTH PLASTIC,0,,0,0.01,1,EQ,BSE,BSE
134829316,526677,KEEPLEARN,DSJ KEEP LEARNING,0,,0,0.01,1,EQ,BSE,BSE
134830852,526683,UNIVAFOODS,UNIVA FOODS ,0,,0,0.01,1,EQ,BSE,BSE
134831876,526687,POLOHOT,POLO HOTELS,0,,0,0.01,1,EQ,BSE,BSE
134835972,526703,ECOPLAST,ECOPLAST,0,,0,0.05,1,EQ,BSE,BSE
134836484,526705,ELEMARB,ELEGANT MARBLES & GRANI INDUST,0,,0,0.05,1,EQ,BSE,BSE
134837508,526709,BITS,BITS,0,,0,0.01,1,EQ,BSE,BSE
134838020,526711,ADARSHPL,ADARSH PLANT PROTECT,0,,0,0.01,1,EQ,BSE,BSE
134839556,526717,HPBL,HCP PLASTENE BULKPACK,0,,0,0.05,1,EQ,BSE,BSE
134840580,526721,NICCOPAR,NICCO PARKS & RESORTS,0,,0,0.01,1,EQ,BSE,BSE
134841092,526723,NTCIND,NTC INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
134841604,526725,SANDESH,SANDESH,0,,0,0.05,1,EQ,BSE,BSE
134842116,526727,GARNET,GARNET CONSTRUCTION,0,,0,0.01,1,EQ,BSE,BSE
134842628,526729,GOLDIAM,GOLDIAM INTERNATIONAL,0,,0,0.05,1,EQ,BSE,BSE
134843140,526731,BRIGHTBR,BRIGHT BROTHERS,0,,0,0.05,1,EQ,BSE,BSE
134845188,526739,SHAWGELTIN,NARMADA GELATINES,0,,0,0.05,1,EQ,BSE,BSE
134847236,526747,PGFOILQ,PG FOILS,0,,0,0.05,1,EQ,BSE,BSE
134848260,526751,GRATEXI,GRATEX INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134849284,526755,VELHO,VELAN HOTELS,0,,0,0.01,1,EQ,BSE,BSE
134850820,526761,HOWARHO,HOWARD HOTELS,0,,0,0.01,1,EQ,BSE,BSE
134853892,526773,PRESSURS,PRESSURE SENSITIVE SYSTEMS (IN,0,,0,0.01,1,EQ,BSE,BSE
134854404,526775,VALIANT,VALIANT COMMUNICATIONS,0,,0,0.05,1,EQ,BSE,BSE
134856452,526783,DRAGARWQ,DR.AGARWALS EYE HOSPITAL,0,,0,0.05,1,EQ,BSE,BSE
134860036,526797,GREENPLY,GREENPLY INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
134860548,526799,UNQTYMI,UNION QUALITY PLASTICS,0,,0,0.01,1,EQ,BSE,BSE
134862596,526807,SEAMECLTD,SEAMEC,0,,0,0.05,1,EQ,BSE,BSE
134864132,526813,RAGHUNAT,RAGHUNATH INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
134865156,526817,CHEVIOT,CHEVIOT CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
134866180,526821,DAICHI,DAI-ICHI KARKARIA,0,,0,0.05,1,EQ,BSE,BSE
134866692,526823,RAJINFRA,RAJESWARI INFRASTRUCTURE LIMIT,0,,0,0.01,1,EQ,BSE,BSE
134867716,526827,SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMIT,0,,0,0.01,1,EQ,BSE,BSE
134868228,526829,CONFIPET,CONFIDENCE PETROLEUM INDIA,0,,0,0.01,1,EQ,BSE,BSE
134870788,526839,SIPL,SHELTER INFRA PROJECTS,0,,0,0.01,1,EQ,BSE,BSE
134871300,526841,SHAKTIPR,SHAKTI PRESS,0,,0,0.01,1,EQ,BSE,BSE
134872836,526847,ASHSI,ASHIRWAD STEELS & INDUSTRIES L,0,,0,0.01,1,EQ,BSE,BSE
134873348,526849,BANARBEADS,BANARAS BEADS,0,,0,0.05,1,EQ,BSE,BSE
134873860,526851,AREXMIS,AREX INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
134874372,526853,BI,BILCARE,0,,0,0.01,1,EQ,BSE,BSE
134875908,526859,ISFL,ISF,0,,0,0.01,1,EQ,BSE,BSE
134876420,526861,RISHILASE,RISHI LASER,0,,0,0.05,1,EQ,BSE,BSE
134877444,526865,JAINCO,JAINCO PROJECTS (INDIA),0,,0,0.01,1,EQ,BSE,BSE
134878468,526869,KUMPFIN,KUMBHAT FINANCIAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
134878980,526871,INTECCAP,INTEC CAPITAL,0,,0,0.01,1,EQ,BSE,BSE
134879492,526873,RAJGASES,RAJASTHAN GASES,0,,0,0.01,1,EQ,BSE,BSE
134880516,526877,SIDDHEGA,SIDDHESWARI GARMENTS,0,,0,0.01,1,EQ,BSE,BSE
134881540,526881,63MOONS,63 MOONS TECHNOLOGIES ,0,,0,0.05,1,EQ,BSE,BSE
134882052,526883,SHIKHAR,SHIKHAR CONSULTANTS,0,,0,0.01,1,EQ,BSE,BSE
134882564,526885,SARLAPOLY,SARLA PERFORMANCE FIBERS,0,,0,0.01,1,EQ,BSE,BSE
134883076,526887,INDOCRED,INDO CREDIT CAPITAL,0,,0,0.01,1,EQ,BSE,BSE
134884100,526891,MKTCREAT,MARKET CREATORS,0,,0,0.01,1,EQ,BSE,BSE
134886148,526899,HFIL,HIMALAYA FOOD INTERNATIONAL LI,0,,0,0.01,1,EQ,BSE,BSE
134886660,526901,SONALAD,SONAL ADHESIVES,0,,0,0.01,1,EQ,BSE,BSE
134887684,526905,PADMAIND,PADMANABH INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
134891780,526921,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT,0,,0,0.01,1,EQ,BSE,BSE
134894340,526931,HRYNSHP,HARIYANA SHIP BREAKERS,0,,0,0.05,1,EQ,BSE,BSE
134895364,526935,ARUNIS,ARUNIS ABODE,0,,0,0.05,1,EQ,BSE,BSE
134897924,526945,TYROON,TYROON TEA CO.LTD.,0,,0,0.01,1,EQ,BSE,BSE
134898436,526947,LAOPALA,LA OPALA RG,0,,0,0.05,1,EQ,BSE,BSE
134899460,526951,STYLAMIND,STYLAM INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
134899972,526953,VENUSREM,VENUS REMEDIES,0,,0,0.05,1,EQ,BSE,BSE
134901508,526959,WOODSVILA,WOODSVILLA,0,,0,0.01,1,EQ,BSE,BSE
134902020,526961,LASTMILE,LAST MILE ENTERPRISES,0,,0,0.01,1,EQ,BSE,BSE
134903044,526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
134903556,526967,HEERAISP,HEERA ISPAT,0,,0,0.01,1,EQ,BSE,BSE
134904580,526971,DHOOTIN,DHOOT INDUSTRIAL FINANCE,0,,0,0.05,1,EQ,BSE,BSE
134907140,526981,SHBAJRG,SHRI BAJRANG ALLIANCE,0,,0,0.05,1,EQ,BSE,BSE
134908676,526987,URJA,URJA GLOBAL,0,,0,0.01,1,EQ,BSE,BSE
134912260,527001,ASHAPURMIN,ASHAPURA MINECHEM,0,,0,0.05,1,EQ,BSE,BSE
134913284,527005,SHREEPAC,SHREE PACETRONIX,0,,0,0.05,1,EQ,BSE,BSE
135680260,530001,GUJALKALI,GUJARAT ALKALIES & CHEMICALS L,0,,0,0.05,1,EQ,BSE,BSE
135681284,530005,INDIACEM,INDIA CEMENTS,0,,0,0.05,1,EQ,BSE,BSE
135681796,530007,JKTYRE,JK TYRE & INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
135684356,530017,SIL,STANDARD INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
135684868,530019,JUBLPHARMA,JUBILANT PHARMOVA,0,,0,0.05,1,EQ,BSE,BSE
135685892,530023,THEINVEST,THE INVESTMENT TRUST OF INDIA,0,,0,0.05,1,EQ,BSE,BSE
135686404,530025,SAMYAKINT,SAMYAK INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
135686916,530027,AADIIND,AADI INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
135688964,530035,SANTOSHF,SANTOSH FINE-FAB,0,,0,0.01,1,EQ,BSE,BSE
135689476,530037,SPARKLEGR,SPARKLE GOLD ROCK,0,,0,0.01,1,EQ,BSE,BSE
135691012,530043,ACKNIT,ACKNIT INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
135691524,530045,TITANSEC,TITAN SECURITIES,0,,0,0.01,1,EQ,BSE,BSE
135693572,530053,REALECO,REAL ECO-ENERGY,0,,0,0.01,1,EQ,BSE,BSE
135694084,530055,HRMNYCP,HARMONY CAPITAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
135694596,530057,VIVANZA,VIVANZA BIOSCIENCES ,0,,0,0.01,1,EQ,BSE,BSE
135696132,530063,YASHRAJC,YASHRAJ CONTAINEURS,0,,0,0.01,1,EQ,BSE,BSE
135696644,530065,LORDSHOTL,LORDS ISHWAR HOTELS,0,,0,0.01,1,EQ,BSE,BSE
135697156,530067,CSLFINANCE,CSL FINANCE ,0,,0,0.05,1,EQ,BSE,BSE
135698692,530073,SANGHVIMOV,SANGHVI MOVERS,0,,0,0.05,1,EQ,BSE,BSE
135699204,530075,ANTELOPUS,ANTELOPUS SELAN ENERGY ,0,,0,0.05,1,EQ,BSE,BSE
135699716,530077,PURETROP,PURETROP FRUITS,0,,0,0.05,1,EQ,BSE,BSE
135700228,530079,FAZE3Q,FAZE THREE,0,,0,0.05,1,EQ,BSE,BSE
135703812,530093,ACEEDU,ACE EDUTREND,0,,0,0.01,1,EQ,BSE,BSE
135704324,530095,PRADHIN,PRADHIN,0,,0,0.01,1,EQ,BSE,BSE
135707908,530109,ANUPAM,ANUPAM FINSERV,0,,0,0.01,1,EQ,BSE,BSE
135708420,530111,RAJPACK,RAJ PACKAGING INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
135709956,530117,PRIVISCL,PRIVI SPECIALITY CHEMICALS LIM,0,,0,0.05,1,EQ,BSE,BSE
135710468,530119,NATRAJPR,NATRAJ PROTEINS,0,,0,0.01,1,EQ,BSE,BSE
135712004,530125,SAMRATPH,SAMRAT PHARMACHEM,0,,0,0.05,1,EQ,BSE,BSE
135712516,530127,NPRFIN,NPR FINANCE,0,,0,0.01,1,EQ,BSE,BSE
135713028,530129,NILE,NILE,0,,0,0.05,1,EQ,BSE,BSE
135714052,530133,AMCOIND,AMCO INDIA,0,,0,0.01,1,EQ,BSE,BSE
135714564,530135,OPTIEMUS,OPTIEMUS INFRACOM,0,,0,0.05,1,EQ,BSE,BSE
135715588,530139,KREONFIN,KREON FINNANCIAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
135716100,530141,GYANDEV,GYAN DEVELOPERS & BUILDERS,0,,0,0.01,1,EQ,BSE,BSE
135717124,530145,KISAN,KISAN MOULDINGS,0,,0,0.01,1,EQ,BSE,BSE
135718660,530151,VIJAYTX,VIJAY TEXTILES,0,,0,0.01,1,EQ,BSE,BSE
135721732,530163,KERALAYUR,KERALA AYURVEDA,0,,0,0.05,1,EQ,BSE,BSE
135722756,530167,MONGIPA,MOONGIPA CAPITAL FINANCE,0,,0,0.01,1,EQ,BSE,BSE
135723268,530169,MOHITPPR,MOHIT PAPER MILLS,0,,0,0.01,1,EQ,BSE,BSE
135723780,530171,DAULAT,DAULAT SECURITIES,0,,0,0.01,1,EQ,BSE,BSE
135724292,530173,OSCARGLO,OSCAR GLOBAL,0,,0,0.01,1,EQ,BSE,BSE
135724804,530175,ODYSSEY,ODYSSEY TECHNOLOGIES,0,,0,0.01,1,EQ,BSE,BSE
135725316,530177,VKGLOBAL,VK GLOBAL INDUSTRIES ,0,,0,0.01,1,EQ,BSE,BSE
135725828,530179,RSCINT,RSC INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
135727364,530185,SURATRAML,SURAT TRADE AND MERCANTILE LIM,0,,0,0.01,1,EQ,BSE,BSE
135727876,530187,ATHARVENT,ATHARV ENTERPRISES,0,,0,0.01,1,EQ,BSE,BSE
135730436,530197,FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMI,0,,0,0.05,1,EQ,BSE,BSE
135730948,530199,THEMISMED,THEMIS MEDICARE,0,,0,0.05,1,EQ,BSE,BSE
135731460,530201,KALLAM,KALLAM TEXTILES,0,,0,0.01,1,EQ,BSE,BSE
135732996,530207,BRAWN,BRAWN BIOTECH,0,,0,0.01,1,EQ,BSE,BSE
135734532,530213,FORINTL,FORTUNE INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
135735044,530215,KINGSINFR,KINGS INFRA VENTURES,0,,0,0.05,1,EQ,BSE,BSE
135735556,530217,SWOJAS,SWOJAS FOODS,0,,0,0.01,1,EQ,BSE,BSE
135736068,530219,NUTRICIRCLE,NUTRICIRCLE ,0,,0,0.05,1,EQ,BSE,BSE
135739140,530231,SUBSM,SUBHASH SILK MILLS,0,,0,0.01,1,EQ,BSE,BSE
135739652,530233,AUROLAB,AURO LABORATORIES,0,,0,0.05,1,EQ,BSE,BSE
135740164,530235,KJMCFIN,KJMC FINANCIAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
135741188,530239,SUVEN,SUVEN LIFE SCIENCES,0,,0,0.05,1,EQ,BSE,BSE
135742724,530245,ARYAMAN,ARYAMAN FINANCIAL SERVICES,0,,0,0.05,1,EQ,BSE,BSE
135743748,530249,BRIDGESE,BRIDGE SECURITIES,0,,0,0.01,1,EQ,BSE,BSE
135744260,530251,RISAINTL,RISA INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
135744772,530253,RAJTUBE,RAJASTHAN TUBE MANUFACTURING C,0,,0,0.01,1,EQ,BSE,BSE
135745284,530255,KAYPOWR,KAY POWER AND PAPER,0,,0,0.01,1,EQ,BSE,BSE
135746308,530259,INTSTOIL,INTER STATE OIL CARRIER,0,,0,0.01,1,EQ,BSE,BSE
135747332,530263,GLOBALCA,GLOBAL CAPITAL MARKETS,0,,0,0.01,1,EQ,BSE,BSE
135747844,530265,SAINIK,SAINIK FINANCE & INDUSTRIES LT,0,,0,0.01,1,EQ,BSE,BSE
135748356,530267,ARIGATO,ARIGATO UNIVERSE,0,,0,0.01,1,EQ,BSE,BSE
135749380,530271,RICHUNV,RICH UNIVERSE NETWORK,0,,0,0.01,1,EQ,BSE,BSE
135751940,530281,QUANTDIA,QUANTUM DIGITAL VISION (INDIA),0,,0,0.01,1,EQ,BSE,BSE
135753988,530289,SPCAPIT,SP CAPITAL FINANCING,0,,0,0.01,1,EQ,BSE,BSE
135754500,530291,PAOS,PAOS INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
135755524,530295,SHRAJOI,SHRI RAJIVLOCHAN OIL EXTRACTIO,0,,0,0.01,1,EQ,BSE,BSE
135756548,530299,KOTHARIPRO,KOTHARI PRODUCTS,0,,0,0.01,1,EQ,BSE,BSE
135758084,530305,PICCADIL,PICCADILY AGRO INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
135758596,530307,CLSEL,CHAMAN LAL SETIA EXPORTS,0,,0,0.05,1,EQ,BSE,BSE
135759108,530309,CHANDRAP,CHANDRA PRABHU INTERNATIONAL L,0,,0,0.01,1,EQ,BSE,BSE
135760132,530313,KIMIABL,KIMIA BIOSCIENCES,0,,0,0.01,1,EQ,BSE,BSE
135760644,530315,HINDTIN,HINDUSTAN TIN WORKS,0,,0,0.05,1,EQ,BSE,BSE
135761156,530317,GODAVARI,GODAVARI DRUGS,0,,0,0.01,1,EQ,BSE,BSE
135764740,530331,PREMCO,PREMCO GLOBAL,0,,0,0.05,1,EQ,BSE,BSE
135767300,530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES,0,,0,0.05,1,EQ,BSE,BSE
135767812,530343,GENUSPOWER,GENUS POWER INFRASTRUCTURES LT,0,,0,0.05,1,EQ,BSE,BSE
135770884,530355,ASIANENE,ASIAN ENERGY SERVICES,0,,0,0.05,1,EQ,BSE,BSE
135771396,530357,KBSINDIA,KBS INDIA,0,,0,0.01,1,EQ,BSE,BSE
135772420,530361,PRABHHANS,PRABHHANS INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
135772932,530363,UGARSUGAR,UGAR SUGAR WORKS,0,,0,0.01,1,EQ,BSE,BSE
135773444,530365,ORIENTBELL,ORIENT BELL,0,,0,0.05,1,EQ,BSE,BSE
135773956,530367,NRBBEARING,NRB BEARINGS,0,,0,0.05,1,EQ,BSE,BSE
135774468,530369,VAMSHIRU,VAMSHI RUBBER,0,,0,0.01,1,EQ,BSE,BSE
135776516,530377,NILAINFRA,NILA INFRASTRUCTURES,0,,0,0.01,1,EQ,BSE,BSE
135780612,530393,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKE,0,,0,0.01,1,EQ,BSE,BSE
135782660,530401,VINYOFL,VINYOFLEX,0,,0,0.01,1,EQ,BSE,BSE
135783684,530405,JINDCAP,JINDAL CAPITAL,0,,0,0.01,1,EQ,BSE,BSE
135784196,530407,EPIC,EPIC ENERGY,0,,0,0.01,1,EQ,BSE,BSE
135787268,530419,SUMEDHA,SUMEDHA FISCAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
135787780,530421,KUWERIN,KUWER INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
135789316,530427,CHOKSI,CHOKSI ASIA,0,,0,0.05,1,EQ,BSE,BSE
135789828,530429,ASHISHPO,ASHISH POLYPLAST,0,,0,0.01,1,EQ,BSE,BSE
135790852,530433,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES L,0,,0,0.01,1,EQ,BSE,BSE
135792388,530439,SIDDHA,SIDDHA VENTURES,0,,0,0.01,1,EQ,BSE,BSE
135793412,530443,KIRANSY-B,KIRAN SYNTEX,0,,0,0.01,1,EQ,BSE,BSE
135793924,530445,SUMERUIND,SUMERU INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
135794948,530449,RUNGTAIR,RUNGTA IRRIGATION,0,,0,0.01,1,EQ,BSE,BSE
135796996,530457,GTTDATA,GTT DATA SOLUTIONS,0,,0,0.01,1,EQ,BSE,BSE
