,isin,instrument_token,exchange_token,exchange,tradingsymbol,name
1154,INE963A01011,135898372,530853,BSE,HIPOLIN,HIPOLIN
1155,INE545E01018,135898884,530855,BSE,GDLLEAS,GDL LEASING & FINANCE
1156,INE485K01022,135905540,530881,BSE,ABVL,ARUNJYOTI BIO VENTURES 
1157,INE366G01022,135906052,530883,BSE,SUCROSA,SUPER CROP SAFE
1158,INE825C01018,135909636,530897,BSE,NGIND,N.G.INDUSTRIES
1159,INE784M01016,135910148,530899,BSE,ASIAPAK,ASIA PACK
1160,INE417F01017,135912196,530907,BSE,SICAPIT,SI CAPITAL & FINANCIAL SERVICE
1161,INE308B01017,135912708,530909,BSE,ERPSOFT,ERP SOFT SYSTEMS
1162,INE474H01014,135914756,530917,BSE,RRSECUR,R.R.SECURITIES
1163,INE038N01015,135915780,530921,BSE,INTETHR,INTEGRATED THERMOPLASTICS
1164,INE609D01014,135916804,530925,BSE,RAMSONS,RAMSONS PROJECTS
1165,INE737G01016,135917316,530927,BSE,HARAFIN,HARYANA FINANCIAL CORPORATION
1166,INE457D01018,135918340,530931,BSE,STANPACK,STANPACKS (INDIA)
1167,INE357B01022,135923460,530951,BSE,RAMINFO,RAMINFO
1168,INE224D01012,135923972,530953,BSE,SUNILAGR,SUNIL AGRO FOODS
1169,INE012E01035,135925508,530959,BSE,DIANATEA,DIANA TEA CO.LTD.
1170,INE042C01010,135929092,530973,BSE,ALFAICA,ALFA ICA (INDIA)
1171,INE260E01014,135930116,530977,BSE,SKCIL,SHRI KESHAV CEMENTS AND INFRA
1172,INE274E01015,135930628,530979,BSE,INDIAHOME,INDIA HOME LOAN
1173,INE443C01010,135933700,530991,BSE,ROOPAIND,ROOPA INDUSTRIES
1174,INE075H01019,135934212,530993,BSE,SARTHAKGL,SARTHAK GLOBAL
1175,INE333E01019,135935236,530997,BSE,UNIQUEO,UNIQUE ORGANICS
1176,INE595G01018,135936772,531003,BSE,SWRNASE,SWARNA SECURITIES
1177,INE154G01022,135939844,531015,BSE,VENMAX,VENMAX DRUGS AND PHARMACEUTICA
1178,INE190D01015,135940356,531017,BSE,ARISE,ARIHANTS SECURITIES
1179,INE309H01038,135942404,531025,BSE,VISAGAR,VISAGAR FINANCIAL SERVICES
1180,INE267E01019,135942916,531027,BSE,LIBORD,LIBORD SECURITIES
1181,INE101E01010,135944452,531033,BSE,REGAL,REGAL ENTERTAINMENT & CONSULTA
1182,INE432F01032,135944964,531035,BSE,EBIX,ERAAYA LIFESPACES
1183,INE0P4R01017,135945988,531039,BSE,SWADHATURE,SWADHA NATURE 
1184,INE823B01015,135946500,531041,BSE,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.
1185,INE239F01015,135947012,531043,BSE,ZDHJERK,DHANVANTRI JEEVAN REKHA
1186,INE741D01015,135948548,531049,BSE,NEELKAN,NEELKANTH ROCKMINERALS
1187,INE153C01015,135949060,531051,BSE,VINTAGES,VINTAGE SECURITIES
1188,INE080G01029,135953156,531067,BSE,CONTILI,CONTIL INDIA
1189,INE362D01010,135953668,531069,BSE,VIJSOLX,VIJAY SOLVEX
1190,INE997I01012,135956484,531080,BSE,SHRIKRISH,SHRI KRISHNA DEVCON
1191,INE876E01033,135957252,531083,BSE,NIHARINF,NIHAR INFO GLOBAL
1192,INE858C01027,135959300,531091,BSE,UNITDCR,UNITED CREDIT
1193,INE396H01019,135961348,531099,BSE,CHECKPOINT,CHECKPOINT TRENDS 
1194,INE538G01018,135964420,531111,BSE,GOTHIPL,GOTHI PLASCON (INDIA)
1195,INE418D01010,135966468,531119,BSE,CEENIK,CEENIK EXPORTS (INDIA)
1196,INE237C01016,135968260,531126,BSE,KATIPATANG,KATI PATANG LIFESTYLE
1197,INE148B01033,135968516,531127,BSE,MENAMANI,MENA MANI INDUSTRIES
1198,INE635D01027,135969028,531129,BSE,INANI,INANI MARBLES & INDUSTRIES
1199,INE503D01027,135971076,531137,BSE,GEMSI,GEMSTONE INVESTMENTS
1200,INE158F01017,135972868,531144,BSE,ELFORGE,EL FORGE
1201,INE650C01036,135975172,531153,BSE,DILIGENT,DILIGENT INDUSTRIES
1202,INE601F01016,135975684,531155,BSE,EPSOMPRO,EPSOM PROPERTIES
1203,INE883B01027,135975940,531156,BSE,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LT
1204,INE412E01011,135976196,531157,BSE,ORGCOAT,ORGANIC COATINGS
1205,INE660B01011,135976452,531158,BSE,CATVISION,CATVISION 
1206,INE850B01026,135977220,531161,BSE,ABMKNO,ABM KNOWLEDGEWARE
1207,INE971L01029,135977732,531163,BSE,KEMISTAR,KEMISTAR CORPORATION
1208,INE771E01010,135979012,531168,BSE,ASSOCER,ASSOCIATED CERAMICS
1209,INE709B01016,135979268,531169,BSE,SKPSEC,SKP SECURITIES
1210,INE121D01036,135980292,531173,BSE,SYSCHEM,SYSCHEM (INDIA)
1211,INE186C01023,135981060,531176,BSE,MEFCOMCAP,MEFCOM CAPITAL MARKETS
1212,INE930A01010,135981572,531178,BSE,HEMANG,HEMANG RESOURCES
1213,INE355H01015,135984644,531190,BSE,TAVERNIER,TAVERNIER RESOURCES LIMI
1214,INE589N01017,135984900,531191,BSE,FILTRON,FILTRON ENGINEERS
1215,INE580D01017,135986948,531199,BSE,GLANCE,GLANCE FINANCE
1216,INE819G01012,135987972,531203,BSE,TRADEWELL,TRADEWELL HOLDINGS
1217,INE179O01031,135988484,531205,BSE,SPRIGHT,SPRIGHT AGRO
1218,INE923C01011,135989764,531210,BSE,COLINZ,COLINZ LABORATORIES
1219,INE606C01012,135990276,531212,BSE,NLFL,NALIN LEASE FINANCE
1220,INE005C01017,135991044,531215,BSE,RTSPOWR,RTS POWER CORPORATION
1221,INE819A01049,135991300,531216,BSE,COMFINTE,COMFORT INTECH
1222,INE861E01019,135992068,531219,BSE,SHYAMACOMP,SHYAMA COMPUTRONICS AND SERVIC
1223,INE262W01012,135992580,531221,BSE,MAYURFL,MAYUR FLOORINGS
1224,INE364D01032,135993092,531223,BSE,ANJANI,ANJANI SYNTHETICS
1225,INE907E01010,135994116,531227,BSE,DECOMIC,DECO-MICA
1226,INE821D01031,135994372,531228,BSE,RANDER,RANDER CORPORATION
1227,INE822D01021,135995652,531233,BSE,RASIELEC,RASI ELECTRODES
1228,INE962E01015,135995908,531234,BSE,SCOOBEEDAY,SCOOBEE DAY GARMENTS (INDIA) L
1229,INE494D01011,135996164,531235,BSE,CITIPOR,CITIPORT FINANCIAL SERVICES LT
1230,INE972E01014,135996676,531237,BSE,DHRUVCA,DHRUVA CAPITAL SERVICES
1231,INE723N01012,135998980,531246,BSE,PRIMAIN,PRIMA INDUSTRIES
1232,INE342D01012,136000772,531253,BSE,INDGELA,INDIA GELATINE & CHEMICALS
1233,INE031G01022,136001028,531254,BSE,OPTIFIN,OPTIMUS FINANCE 
1234,INE015E01012,136001284,531255,BSE,PARAGONF,PARAGON FINANCE
1235,INE530D01012,136001796,531257,BSE,PRATIKSH,PRATIKSHA CHEMICALS
1236,INE328F01016,136002308,531259,BSE,ESHAMEDIA,ESHA MEDIA RESEARCH
1237,INE332F01018,136002564,531260,BSE,REFEXRENEW,REFEX RENEWABLES & INFRASTRUCT
1238,INE060N01019,136003076,531262,BSE,EQUILATERA,EQUILATERAL ENTERPRISES LIMITE
1239,INE151B01011,136004612,531268,BSE,B2BSOFT,B2B SOFTWARE TECHNOLOGIES
1240,INE526C01012,136005636,531272,BSE,NIKKIGL,NIKKI GLOBAL FINANCE
1241,INE986B01044,136005892,531273,BSE,RADHEDE,RADHE DEVELOPERS (INDIA)
1242,INE674M01019,136006148,531274,BSE,KINETRU,KINETIC TRUST
1243,INE785D01012,136007172,531278,BSE,ELIXIR,ELIXIR CAPITAL 
1244,INE238C01022,136007428,531279,BSE,TRISHAKT,TRISHAKTI INDUSTRIES 
1245,INE698B01011,136007684,531280,BSE,PANKAJPO,PANKAJ POLYMERS
1246,INE807H01023,136007940,531281,BSE,MARBLE,MARBLE CITY INDIA
1247,INE897D01015,136008452,531283,BSE,CINDRELL,CINDRELLA FINANCIAL SERVICES L
1248,INE586D01014,136009220,531286,BSE,ADHHATA,ADHATA GLOBAL
1249,INE896D01017,136009476,531287,BSE,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES
1250,INE531D01010,136009732,531288,BSE,LEADFIN,LEAD FINANCIAL SERVICES
1251,INE643C01015,136009988,531289,BSE,NATFIT,NATIONAL FITTINGS
1252,INE885B01014,136012036,531297,BSE,ARTEFACT,ARTEFACT PROJECTS
1253,INE053D01015,136012804,531300,BSE,AMITINT,AMIT INTERNATIONAL
1254,INE319M01011,136013060,531301,BSE,TUSALDAH,TUSALDAH
1255,INE960H01012,136013828,531304,BSE,NUTECGLOB,NUTECH GLOBAL
1256,INE590D01016,136014340,531306,BSE,DHPIND,DHP INDIA
1257,INE951M01037,136014596,531307,BSE,RRIL,RRIL
1258,INE325G01010,136015364,531310,BSE,AVAILFC,AVAILABLE FINANCE
1259,INE366H01012,136016388,531314,BSE,INTCAPL,INTEGRA CAPITAL
1260,INE368C01019,136017668,531319,BSE,MARUTISE,MARUTI SECURITIES
1261,INE250D01017,136018692,531323,BSE,JAYIND,JAYATMA INDUSTRIES
1262,INE475C01012,136018948,531324,BSE,ROSELABS,ROSELABS FINANCE
1263,INE442C01012,136019716,531327,BSE,CHARMS,CHARMS INDUSTRIES
1264,INE128R01023,136019972,531328,BSE,KRETTOSYS,KRETTO SYSCON
1265,INE186E01011,136021508,531334,BSE,VIKALPS,VIKALP SECURITIES
1266,INE151H01018,136022532,531338,BSE,MILESTONE,MILESTONE GLOBAL
1267,INE348I01018,136023044,531340,BSE,BERVINL,BERVIN INVESTMENT & LEASING LT
1268,INE373D01017,136023300,531341,BSE,GUJINV,GUJARAT INVESTA
1269,INE500D01015,136024580,531346,BSE,EASTRED,EASTERN TREADS
1270,INE328D01011,136026116,531352,BSE,PEETISEC,PEETI SECURITIES
1271,INE763M01028,136027396,531357,BSE,MERCURYEV,MERCURY EV-TECH
1272,INE777G01012,136027908,531359,BSE,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LT
1273,INE427D01011,136028164,531360,BSE,GOLECHA,GOLECHHA GLOBAL FINANCE
1274,INE005E01013,136029188,531364,BSE,EKANSH,EKANSH CONCEPTS 
1275,INE960B01015,136030724,531370,BSE,SPAR,SPARC ELECTREX
1276,INE405H01018,136033284,531380,BSE,CSURGSU,CENTENIAL SURGICAL SUTURE
1277,INE413D01011,136033540,531381,BSE,ARIHANT,ARIHANT FOUNDATIONS & HOUSING
1278,INE671D01014,136035076,531387,BSE,HASTIFIN,HASTI FINANCE
1279,INE890B01014,136035844,531390,BSE,UPSURGE,UPSURGE INVESTMENT & FINANCE L
1280,INE448D01025,136037124,531395,BSE,PADAMCO,PADAM COTTON YARNS
1281,INE905B01010,136037380,531396,BSE,WOMENNET,WOMEN NETWORKS
1282,INE262C01014,136037636,531397,BSE,POLYCON,POLYCON INTERNATIONAL
1283,INE679C01027,136037892,531398,BSE,SOURCENTRL,SOURCE NATURAL FOODS & HERBAL
1284,INE493B01017,136038148,531399,BSE,GGAUTO,G.G.AUTOMOTIVE GEARS
1285,INE281M01013,136038916,531402,BSE,LWSKNIT,LWS KNITWEAR
1286,INE234J01018,136039940,531406,BSE,ANSINDUS,ANS INDUSTRIES
1287,INE560D01027,136041220,531411,BSE,TUNITEX,TUNI TEXTILE MILLS
1288,INE576N01014,136041476,531412,BSE,RADIXIND,RADIX INDUSTRIES (INDIA) LIMIT
1289,INE516D01011,136041732,531413,BSE,KIRANPR,KIRAN PRINT-PACK
1290,INE603F01012,136042500,531416,BSE,NARPROP,NARENDRA PROPERTIES
1291,INE804B01023,136042756,531417,BSE,MEGACOR,MEGA CORPORATION
1292,INE07P301011,136046596,531432,BSE,SYTIXSE,SYSTEMATIX SECURITIES
1293,INE271D01013,136046852,531433,BSE,SUNGOLD,SUNGOLD CAPITAL
1294,INE474D01013,136047620,531436,BSE,SAFFRON,SAFFRON INDUSTRIES
1295,INE523I01016,136047876,531437,BSE,PWASML,PRAKASH WOOLLEN & SYNTHETIC MI
1296,INE100F01019,136048900,531441,BSE,LYONSCO,LYONS CORPORATE MARKET
1297,INE115C01014,136049668,531444,BSE,VARDHMAN,VARDHMAN CONCRETE
1298,INE323D01020,136052228,531454,BSE,POLYLINK,POLYLINK POLYMERS (INDIA)
1299,INE952C01028,136052740,531456,BSE,MINAXI,MINAXI TEXTILES
1300,INE109B01019,136053252,531458,BSE,BOSTONBIO,BOSTON BIO SYSTEMS
1301,INE545B01022,136053764,531460,BSE,CONTICON,CONTINENTAL CONTROLS
1302,INE317B01042,136055044,531465,BSE,NOUVEAU,NOUVEAU GLOBAL VENTURES
1303,INE397G01019,136056580,531471,BSE,DUKEOFS,DUKE OFFSHORE
1304,INE183D01010,136056836,531472,BSE,CYBELEIND,CYBELE INDUSTRIES
1305,INE600B01033,136060420,531486,BSE,FILME,FILMCITY MEDIA
1306,INE084D01010,136061188,531489,BSE,CGVAK,CG-VAK SOFTWARE & EXPORTS
1307,INE080D01042,136063748,531499,BSE,SYBLY,SYBLY INDUSTRIES
1308,INE404L01039,136064516,531502,BSE,ESARIND,ESAAR (INDIA)
1309,INE866D01010,136064772,531503,BSE,MARIS,MARIS SPINNERS
1310,INE561E01015,136065540,531506,BSE,SKRABUL,SHUKRA BULLIONS
1311,INE623D01015,136066308,531509,BSE,STEP2COR,STEP TWO CORPORATION
1312,INE681D01039,136067076,531512,BSE,ORIENTTR,ORIENT TRADELINK
1313,INE767B01022,136068612,531518,BSE,VIKASPROP,VIKAS PROPPANT & GRANITE
1314,INE971E01016,136069380,531521,BSE,DESHRAK,DESH RAKSHAK AUSHDHALAYA
1315,INE849B01010,136070404,531525,BSE,ACESOFT,ACE SOFTWARE EXPORTS
1316,INE562E01021,136071428,531529,BSE,SOFTRAKV,SOFTRAK VENTURE INVESTMENT
1317,INE578B01015,136072452,531533,BSE,ACCEDERE,ACCEDERE
1318,INE681K01026,136073476,531537,BSE,MIZVEN,MIZZEN VENTURES
1319,INE864D01015,136073988,531539,BSE,RISHDIGA,RISHABH DIGHA STEEL & ALLIED P
1320,INE392G01028,136074244,531540,BSE,MAINFRA,MARUTI INFRASTRUCTURE
1321,INE881A01015,136074500,531541,BSE,KOBO,KOBO BIOTECH
1322,INE865D01012,136076804,531550,BSE,JHACC,JHAVERI CREDITS & CAPITAL
1323,INE754B01012,136077316,531552,BSE,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.
1324,INE193D01019,136077572,531553,BSE,DRL,DISHA RESOURCES
1325,INE137E01014,136078596,531557,BSE,AMITSEC,AMIT SECURITIES
1326,NA          ,136079876,531562,BSE,PUSHPIN,PUSHPSONS INDUSTRIES
1327,INE723K01018,136081412,531568,BSE,ASHUTPM,ASHUTOSH PAPER MILLS
1328,INE860D01013,136081668,531569,BSE,SANJIVIN,SANJIVANI PARANTERAL
1329,INE863D01017,136082436,531572,BSE,RANJITSE,RANJIT SECURITIES
1330,INE192C01013,136082948,531574,BSE,VASINFRA,VAS INFRASTRUCTURE
1331,INE580H01026,136083972,531578,BSE,KMFBLDR,KMF BUILDERS & DEVELOPERS
1332,INE508J01015,136084996,531582,BSE,BERYLSE,BERYL SECURITIES
1333,INE483D01014,136085252,531583,BSE,RAP,RAP CORP
1334,INE455C01014,136085764,531585,BSE,DEVINE,DEVINE IMPEX
1335,INE802A01037,136087300,531591,BSE,BAMPSL,BAMPSL SECURITIES
1336,INE861N01036,136087556,531592,BSE,GENPHARMA,GENPHARMASEC
1337,INE507D01010,136088068,531594,BSE,INCON,INCON ENGINEERS
1338,INE046M01036,136088836,531597,BSE,MIDPOLY,MIDLAND POLYMERS
1339,INE832C01014,136089604,531600,BSE,GOGIACAPGL,GOGIA CAPITAL GROWTH
1340,INE792J01015,136091652,531608,BSE,GORANIN,GORANI INDUSTRIES
1341,INE902G01016,136091908,531609,BSE,KGPETRO,KG PETROCHEM
1342,INE832E01010,136092164,531610,BSE,UFMINDL,UFM INDUSTRIES
1343,INE100C01024,136092932,531613,BSE,MAL,MEYER APPAREL 
1344,INE347I01010,136093700,531616,BSE,STARCOM,STARCOM INFORMATION TECHNOLOGY
1345,INE628B01034,136096260,531626,BSE,OROSMITHS,OROSIL SMITHS INDIA
1346,INE173E01019,136096772,531628,BSE,TEJASSVI,TEJASSVI AAHARAM
1347,INE870J01019,136098564,531635,BSE,SILVOAK,SILVER OAK (INDIA)
1348,INE722B01019,136099076,531637,BSE,PRAVEG,PRAVEG
1349,INE936N01010,136099844,531640,BSE,SICL,SUVIDHA INFRAESTATE CORPORATIO
1350,INE546D01018,136100868,531644,BSE,TOKYOFIN,TOKYO FINANCE
1351,INE654H01011,136102660,531651,BSE,NATGENI,NATIONAL GENERAL INDUSTRIES LT
1352,INE528C01018,136102916,531652,BSE,UVS,UVS HOSPITALITY AND SERVICES L
1353,INE454E01013,136104452,531658,BSE,ABATEAS,ABATE AS INDUSTRIES
1354,INE863C01019,136105220,531661,BSE,HITTCO,HITTCO TOOLS
1355,INE139D01020,136105732,531663,BSE,YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS
1356,INE117K01013,136106756,531667,BSE,RRMETAL,RR METALMAKERS INDIA
1357,INE661D01015,136107012,531668,BSE,VISIONCO,VISION CORPORATION
1358,INE214D01021,136107780,531671,BSE,KARNAWATI,KARNAWATI INNOVATION 
1359,INE224C01014,136108036,531672,BSE,INANISEC,INANI SECURITIES
1360,INE067C01025,136108292,531673,BSE,ANKIN,ANKA INDIA
1361,INE554H01021,136109060,531676,BSE,VAGHANI,VAGHANI TECHNO-BUILD
1362,INE588E01026,136109316,531677,BSE,ARISINT,ARIS INTERNATIONAL
1363,INE799E01011,136110084,531680,BSE,MAYUR,MAYUR LEATHER PRODUCTS
1364,INE673C01020,136110340,531681,BSE,AMERISE,AMERISE BIOSCIENCES
1365,INE776R01011,136111364,531685,BSE,FRONTFN,FRONTLINE FINANCIAL SERVICES L
1366,INE621B01021,136112132,531688,BSE,PRITHVIEXCH,PRITHVI EXCHANGE (INDIA) LIMIT
1367,INE593B01030,136113156,531692,BSE,KHYATI,KHYATI MULTIMEDIA-ENTERTAINMEN
1368,INE230F01014,136113668,531694,BSE,RAINBOWF,RAINBOW FOUNDATIONS
1369,INE489F01016,136114180,531696,BSE,VSDCONF,VSD CONFIN
1370,INE316G01019,136121860,531726,BSE,PANCHSHEEL,PANCHSHEEL ORGANICS
1371,INE650G01029,136122116,531727,BSE,MENNPIS,MENON PISTONS
1372,INE429Q01019,136124164,531735,BSE,PRISMFN,PRISM FINANCE
1373,INE414C01045,136124676,531737,BSE,GREENCREST,GREENCREST FINANCIAL SERVICES
1374,INE509C01026,136125188,531739,BSE,GENNEX,GENNEX LABORATORIES
1375,INE258Z01013,136126212,531743,BSE,HIRAUTO,HIRA AUTOMOBILES
1376,INE548B01018,136126468,531744,BSE,GINISILK,GINI SILK MILLS
1377,INE703D01023,136128516,531752,BSE,BIOGEN,BIOGEN PHARMACHEM INDUSTRIES L
1378,INE131D01019,136130052,531758,BSE,GKCONS,G.K.CONSULTANTS
1379,INE576D01015,136131076,531762,BSE,UNJHAFOR,UNJHA FORMULATIONS
1380,INE600F01018,136132868,531769,BSE,PFLINFOTC,PFL INFOTECH
1381,INE311M01018,136133380,531771,BSE,SHRADDHA,SHRADDHA PRIME PROJECTS
1382,INE059E01010,136135172,531778,BSE,KACHCHH,KACHCHH MINERALS
1383,INE630U01014,136135428,531779,BSE,PADALPO,PADMANABH ALLOYS & POLYMERS LT
1384,INE229G01022,136135684,531780,BSE,KACL,KAISER CORPORATION
1385,INE469F01026,136136708,531784,BSE,KCLINFRA,KCL INFRA PROJECTS 
1386,INE331F01028,136139268,531794,BSE,SESHACHAL,SESHACHAL TECHNOLOGIES
1387,INE393D01015,136140036,531797,BSE,SCANPRO,SCAN PROJECTS
1388,INE426H01014,136141316,531802,BSE,PRERINFRA,PRERNA INFRABUILD
1389,INE161E01014,136143364,531810,BSE,METALCO,METAL COATINGS (INDIA)
1390,INE266C01023,136143876,531812,BSE,SGNTE,SGN TELECOMS
1391,INE278O01015,136144132,531813,BSE,GANGAPA,GANGA PAPERS INDIA
1392,INE297J01023,136144388,531814,BSE,TIRSARJ,TIRUPATI SARJAN
1393,INE348D01019,136146180,531821,BSE,MUNOTHFI,MUNOTH FINANCIAL SERVICES
1394,INE513E01024,136146436,531822,BSE,RODIUM,RODIUM REALTY
1395,INE487B01019,136149508,531834,BSE,NATHUEC,NATURA HUE CHEM
1396,INE172B01017,136151044,531840,BSE,IECEDU,IEC EDUCATION
1397,INE935D01013,136151300,531841,BSE,INDUSFINL,INDUS FINANCE 
1398,INE515C01023,136151556,531842,BSE,LAHOTIOV,LAHOTI OVERSEAS
1399,INE884X01011,136152580,531846,BSE,TRINITYLEA,TRINITY LEAGUE INDIA
1400,INE194D01017,136152836,531847,BSE,ASTAR,ASIAN STAR CO.LTD.
1401,INE457G01029,136155908,531859,BSE,ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE L
1402,INE024B01010,136156420,531861,BSE,JOINDRE,JOINDRE CAPITAL SERVICES
1403,INE842D01029,136156676,531862,BSE,BHARATAGRI,BHARAT AGRI FERT & REALTY
1404,INE929K01011,136157956,531867,BSE,UNITINT,UNITECH INTERNATIONAL
1405,INE433G01020,136158468,531869,BSE,SACHEMT,SACHETA METALS
1406,INE370C01015,136158724,531870,BSE,POPULARES,POPULAR ESTATE MANAGEMENT
1407,INE283D01018,136160772,531878,BSE,ANJANIFIN,ANJANI FINANCE
1408,INE763K01014,136162564,531885,BSE,SVAINDIA,SVA INDIA
1409,INE687C01012,136163332,531888,BSE,REXNORD,REXNORD ELECTRONICS & CONTROLS
1410,INE882B01037,136163588,531889,BSE,IIL,INTEGRATED INDUSTRIES
1411,INE248B01023,136164612,531893,BSE,SAWACA,SAWACA ENTERPRISES
1412,INE778E01031,136166404,531900,BSE,CCLINTER,CCL INTERNATIONAL
1413,INE755J01012,136166916,531902,BSE,GALLOPENT,GALLOPS ENTERPRISE
1414,INE587J01027,136168708,531909,BSE,CROISSANCE,CROISSANCE
1415,INE312M01016,136168964,531910,BSE,MADHUVEER,MADHUVEER COM 18 NETWORK LIMIT
1416,INE803L01016,136169220,531911,BSE,GALAGEX,GALAXY AGRICO EXPORTS
1417,INE02XD01011,136171012,531918,BSE,HINDAPL,HINDUSTAN APPLIANCES
1418,INE956B01013,136172292,531923,BSE,DHAMPURE,DHAMPURE SPECIALITY SUGARS
1419,INE545N01019,136172804,531925,BSE,SHAQUAK,SHANTANU SHEOREY AQUAKULT
1420,INE595D01015,136173572,531928,BSE,GOLCA,GOLDEN CARPETS
1421,INE074H01012,136174084,531930,BSE,SARTHAKIND,SARTHAK INDUSTRIES
1422,INE531X01018,136174340,531931,BSE,SAICAPI,SAI CAPITAL
1423,INE185D01015,136177668,531944,BSE,LEXORAA,LEXORAA INDUSTRIES
1424,INE669W01018,136178180,531946,BSE,CHADPAP,CHADHA PAPERS
1425,INE316D01024,136179204,531950,BSE,VERTEX,VERTEX SECURITIES
1426,INE811H01017,136179716,531952,BSE,RIBATEX,RIBA TEXTILES
1427,INE997D01021,136181508,531959,BSE,NEWINFRA,NEWTIME INFRASTRUCTURE
1428,INE914B01012,136182276,531962,BSE,SHREMETAL,SHREE METALLOYS
1429,INE786E01018,136183812,531968,BSE,IITLPROJ,IITL PROJECTS
1430,INE167F01018,136184580,531971,BSE,HARIGOV,HARI GOVIND INTERNATIONAL
1431,INE558F01026,136186116,531977,BSE,CHLOGIST,CHARTERED LOGISTICS
1432,INE227B01019,136186628,531979,BSE,HINDALUMI,HIND ALUMINIUM INDUSTRIES
1433,INE547C01018,136187396,531982,BSE,SPECFOOD,SPECTRUM FOODS
1434,INE132E01015,136189188,531989,BSE,DECPO,DECCAN POLYPACKS
1435,INE735C01027,136189700,531991,BSE,AMRAAGRI,AMRAWORLD AGRICO
1436,INE706C01028,136190468,531994,BSE,AUTOPINS,AUTO PINS (INDIA)
1437,INE839E01023,136190980,531996,BSE,ODYCORP,ODYSSEY CORPORATION
1438,INE164D01010,136191236,531997,BSE,IKOMA,IKOMA TECHNOLOGIES
1439,INE146H01018,136192260,532001,BSE,INDCTST,INDUCTO STEEL
1440,INE653D01012,136193284,532005,BSE,SAMINDUS,SAM INDUSTRIES
1441,INE981C01019,136193796,532007,BSE,SHVFL,SHREEVATSAA FINANCE & LEASING
1442,INE147C01017,136194820,532011,BSE,POOJAENT,VASHU BHAGNANI INDUSTRIES LIMI
1443,INE995A01013,136195844,532015,BSE,GRAVITY,GRAVITY (INDIA)
1444,INE176O01011,136196100,532016,BSE,ESPIRE,ESPIRE HOSPITALITY
1445,INE056J01015,136198148,532024,BSE,AARCON,AARCON FACILITIES
1446,INE486F01012,136201988,532039,BSE,ZENOTECH,ZENOTECH LABORATORIES
1447,INE597C01021,136202500,532041,BSE,HINDBIO,HINDUSTAN BIO SCIENCES
1448,INE092D01013,136202756,532042,BSE,FRONTCORP,FRONTLINE CORPORATION
1449,INE121B01014,136205572,532053,BSE,WALLFORT,WALLFORT FINANCIAL SERVICES LT
1450,INE398H01015,136206340,532056,BSE,TRUSTEDGE,TRUSTEDGE CAPITAL 
1451,INE516F01016,136206596,532057,BSE,ABHICAP,ABHINAV CAPITAL SERVICES
1452,INE994E01018,136209156,532067,BSE,3BBLACKBIO,3B BLACKBIO DX 
1453,INE311N01016,136209924,532070,BSE,SUMUKA,SUMUKA AGRO INDUSTRIES 
1454,INE079N01019,136213252,532083,BSE,SHKALYN,SHRI KALYAN HOLDINGS
1455,INE219M01021,136215044,532090,BSE,ATVOENT,ATVO ENTERPRISES 
1456,INE807D01030,136215556,532092,BSE,EPUJA,EPUJA SPIRITECH
1457,INE456B01014,136217604,532100,BSE,INDOCITY,INDO-CITY INFOTECH
1458,INE948G01019,136218116,532102,BSE,SBECSUG,SBEC SUGAR
1459,INE957E01031,136220932,532113,BSE,BRIJLEAS,BRIJLAXMI LEASING & FINANCE LT
1460,INE395A01016,136223492,532123,BSE,BSELALGO,BSEL ALGO
1461,INE419H01019,136223748,532124,BSE,RELIABVEN,RELIABLE VENTURES INDIA
1462,INE382B01012,136225540,532131,BSE,TRIUMPIN,TRIUMPH INTERNATIONAL FINANCE
1463,INE440E01012,136227332,532138,BSE,SMCREDT,SMC CREDITS
1464,INE154B01023,136227844,532140,BSE,MOHITE,MOHITE INDUSTRIES
1465,INE731B01010,136229124,532145,BSE,HOTLSILV,H.S.INDIA
1466,INE560F01022,136231428,532154,BSE,JOHNPHARMA,JOHNSON PHARMACARE
1467,INE088D01011,136232708,532159,BSE,TRESCON,TRESCON
1468,INE944A01011,136232964,532160,BSE,GUJSTATFIN,GUJARAT STATE FINANCIAL CORPOR
1469,INE514C01026,136233988,532164,BSE,MINOLTAF,MINOLTA FINANCE
1470,INE622E01023,136238852,532183,BSE,GAYATRI,GAYATRI SUGARS
1471,INE027F01014,136247556,532217,BSE,CMXLTD,CMX HOLDINGS
1472,INE665D01016,136250884,532230,BSE,BENGALT,BENGAL TEA & FABRICS
1473,INE920B01019,136259076,532262,BSE,TCIIND,TCI INDUSTRIES
1474,INE394C01023,136262404,532275,BSE,LANDMARC,LANDMARC LEISURE CORPORATION L
1475,INE389D01013,136264708,532284,BSE,TCFCFINQ,TCFC FINANCE
1476,INE934A01012,136269572,532303,BSE,INTEGHIT,INTEGRATED HITECH
1477,INE602C01011,136269828,532304,BSE,KJMCCORP,KJMC CORPORATE ADVISORS (INDIA
1478,INE042B01012,136272644,532315,BSE,GROARC,GROARC INDUSTRIES INDIA LIMITE
